Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
542,3,58,302,112,0,118.3,19.406,6.946,NA,0,NA,0,0
543,3,59,302,112,0,115.3,19.406,6.946,NA,0,NA,0,0
544,3,60,302,112,0,107.3,19.406,6.946,NA,0,NA,0,0
545,3,61,302,111.5,0,97.3,19.906,6.708,NA,0.5,NA,-90,-90
546,3,62,302,111.5,0,97.3,19.906,6.708,NA,0,NA,0,90
547,3,63,302,111.5,0,88.3,19.906,6.708,NA,0,NA,0,0
548,3,64,302,111.5,0,85.3,19.906,6.708,NA,0,NA,0,0
549,3,65,302.5,111.5,0,101.3,20.406,7.159,NA,0.5,NA,0,0
550,3,66,302.5,111.5,0,86.3,20.406,7.159,NA,0,NA,0,0
551,3,67,302.5,111.5,0,86.3,20.406,7.159,NA,0,NA,0,0
552,3,68,302.5,110.5,0,155.3,21.406,6.801,NA,1,NA,-90,-90
553,3,69,302.5,110.5,0,155.3,21.406,6.801,NA,0,NA,0,90
554,3,70,302.5,110.5,0,155.3,21.406,6.801,NA,0,NA,0,0
555,3,71,302.5,110.5,0,146.3,21.406,6.801,NA,0,NA,0,0
556,3,72,302.5,110.5,0,146.3,21.406,6.801,NA,0,NA,0,0
557,3,73,302.5,110.5,0,151,21.406,6.801,NA,0,NA,0,0
558,3,74,302.5,110.5,0,155.3,21.406,6.801,NA,0,NA,0,0
559,3,75,302.5,110.5,0,152.3,21.406,6.801,NA,0,NA,0,0
560,3,76,302.5,110.5,0,163.3,21.406,6.801,NA,0,NA,0,0
561,3,77,302.5,110.5,0,163.3,21.406,6.801,NA,0,NA,0,0
562,3,78,302.5,110,0,184.3,21.906,6.671,NA,0.5,NA,-90,-90
563,3,79,302.5,110,0,176.3,21.906,6.671,NA,0,NA,0,90
564,3,80,302.5,110.5,0,160.3,22.406,6.801,NA,0.5,NA,90,90
565,3,81,302.5,110.5,0,172.3,22.406,6.801,NA,0,NA,0,-90
566,3,82,302.5,110.5,0,172.3,22.406,6.801,NA,0,NA,0,0
567,3,83,302.5,110.5,0,175.3,22.406,6.801,NA,0,NA,0,0
568,3,84,302.5,111.5,0,146.3,23.406,7.159,NA,1,NA,90,90
569,3,85,302.5,111.5,0,152.3,23.406,7.159,NA,0,NA,0,-90
570,3,86,302.5,111.5,0,156.3,23.406,7.159,NA,0,NA,0,0
571,3,87,302.5,111.5,0,169.3,23.406,7.159,NA,0,NA,0,0
572,3,88,302.5,111.5,0,168.1,23.406,7.159,NA,0,NA,0,0
573,3,89,302.5,112,0,165.1,23.906,7.382,NA,0.5,NA,90,90
574,3,90,302.5,112,0,154.3,23.906,7.382,NA,0,NA,0,-90
575,3,91,302.5,112,0,142.5,23.906,7.382,NA,0,NA,0,0
576,3,92,304.5,113,0,165.1,26.142,9.618,NA,2.236,NA,26.565,26.565
577,3,93,306.5,114.5,0,110.1,28.642,12.093,NA,2.5,NA,36.87,10.305
578,3,94,306.5,114.5,0,148.1,28.642,12.093,NA,0,NA,0,-36.87
579,3,95,308.5,115,0,165.1,30.704,14.089,NA,2.062,NA,14.036,14.036
580,3,96,308.5,115,0,146.1,30.704,14.089,NA,0,NA,0,-14.036
581,3,97,309,116,0,166.1,31.822,15.008,NA,1.118,NA,63.435,63.435
582,3,98,309.5,116.5,0,158.1,32.529,15.692,NA,0.707,NA,45,-18.435
583,3,99,312,117,0,135.1,35.079,18.118,NA,2.55,NA,11.31,-33.69
584,3,100,313.5,118.5,0,165.1,37.2,20.156,NA,2.121,NA,45,33.69
585,3,101,315,119.5,0,157.1,39.003,21.954,NA,1.803,NA,33.69,-11.31
586,3,102,317.5,121.5,0,91.2,42.204,25.125,NA,3.202,NA,38.66,4.97
587,3,103,317.5,121.5,0,150.2,42.204,25.125,NA,0,NA,0,-38.66
588,3,104,319,123,0,143.1,44.326,27.189,NA,2.121,NA,45,45
589,3,105,320,123,0,154.1,45.326,28.04,NA,1,NA,0,-45
590,3,106,322,125.5,0,141.5,48.527,31.064,NA,3.202,NA,51.34,51.34
591,3,107,324.5,125.5,0,174.1,51.027,33.185,NA,2.5,NA,0,-51.34
592,3,108,325.5,128,0,146.1,53.72,35.362,NA,2.693,NA,68.199,68.199
593,3,109,327,129.5,0,161.1,55.841,37.443,NA,2.121,NA,45,-23.199
594,3,110,328.5,130,0,153.1,57.422,38.968,NA,1.581,NA,18.435,-26.565
595,3,111,329.5,131,0,148.1,58.836,40.355,NA,1.414,NA,45,26.565
596,3,112,330,131.5,0,130.1,59.543,41.049,NA,0.707,NA,45,0
597,3,113,331,133,0,147.1,61.346,42.723,NA,1.803,NA,56.31,11.31
598,3,114,331,133,0,127.1,61.346,42.723,NA,0,NA,0,-56.31
599,3,115,331,133,0,151.1,61.346,42.723,NA,0,NA,0,0
600,3,116,331,133,0,163.1,61.346,42.723,NA,0,NA,0,0
601,3,117,331,133,0,163.1,61.346,42.723,NA,0,NA,0,0
602,3,118,330.5,133,0,153.1,61.846,42.314,NA,0.5,NA,180,180
603,3,119,330,132,0,166.1,62.964,41.331,NA,1.118,NA,-116.565,63.435
604,3,120,330,130.5,0,179.1,64.464,40.497,NA,1.5,NA,-90,26.565
605,3,121,330,129,0,117.1,65.964,39.702,NA,1.5,NA,-90,0
606,3,122,328.5,128,0,99.1,67.767,37.901,NA,1.803,NA,-146.31,-56.31
607,3,123,328.5,128,0,190.1,67.767,37.901,NA,0,NA,0,146.31
608,3,124,327.5,127.5,0,175.1,68.885,36.787,NA,1.118,NA,-153.435,-153.435
609,3,125,328,125.5,0,184.5,70.947,36.235,NA,2.062,NA,-75.964,77.471
610,3,126,328.5,124,0,166.5,72.528,36.007,NA,1.581,NA,-71.565,4.399
611,3,127,328.5,124.5,0,177.5,73.028,36.225,NA,0.5,NA,90,161.565
612,3,128,327,123.5,0,143.5,74.831,34.438,NA,1.803,NA,-146.31,123.69
613,3,129,326,123.5,0,166.5,75.831,33.541,NA,1,NA,180,-33.69
614,3,130,325,124.5,0,170.2,77.245,33.121,NA,1.414,NA,135,-45
615,3,131,325,128,0,111.1,80.745,34.946,NA,3.5,NA,90,-45
616,3,132,325,128.5,0,155.1,81.245,35.228,NA,0.5,NA,90,0
617,3,133,325,129,0,170.1,81.745,35.514,NA,0.5,NA,90,0
618,3,134,325,129,0,173.1,81.745,35.514,NA,0,NA,0,-90
619,3,135,325,129,0,168.1,81.745,35.514,NA,0,NA,0,0
620,3,136,325.5,127.5,0,167.1,83.326,35.089,NA,1.581,NA,-71.565,-71.565
621,3,137,326.5,125,0,104.1,86.018,34.677,NA,2.693,NA,-68.199,3.366
622,3,138,328,124.5,0,91.1,87.6,35.777,NA,1.581,NA,-18.435,49.764
623,3,139,328.5,126.5,0,143.9,89.661,37.152,NA,2.062,NA,75.964,94.399
624,3,140,329.5,129,0,181.1,92.354,39.275,NA,2.693,NA,68.199,-7.765
625,3,141,330.5,131,0,173.2,94.59,41.189,NA,2.236,NA,63.435,-4.764
626,3,142,333,131,0,139.2,97.09,43.304,NA,2.5,NA,0,-63.435
627,3,143,333.5,132,0,166.5,98.208,44.255,NA,1.118,NA,63.435,63.435
628,3,144,333.5,132,0,153.5,98.208,44.255,NA,0,NA,0,-63.435
629,3,145,333.5,132,0,176.3,98.208,44.255,NA,0,NA,0,0
630,3,146,334.5,134.5,0,169.5,100.9,46.457,NA,2.693,NA,68.199,68.199
631,3,147,335,136.5,0,127.5,102.962,48.01,NA,2.062,NA,75.964,7.765
632,3,148,334.5,137,0,157.9,103.669,47.901,NA,0.707,NA,135,59.036
633,3,149,334.5,139,0,164.8,105.669,49.117,NA,2,NA,90,-45
634,3,150,334.5,139,0,158.9,105.669,49.117,NA,0,NA,0,-90
635,3,151,334,141.5,0,142.9,108.219,50.329,NA,2.55,NA,101.31,101.31
636,3,152,334,142,0,111.9,108.719,50.658,NA,0.5,NA,90,-11.31
637,3,153,334,140.5,0,119.8,110.219,49.679,NA,1.5,NA,-90,-180
638,3,154,334,139,0,131.4,111.719,48.726,NA,1.5,NA,-90,0
639,3,155,334,137.5,0,135.1,113.219,47.802,NA,1.5,NA,-90,0
640,3,156,334,135.5,0,169.5,115.219,46.615,NA,2,NA,-90,0
641,3,157,333.5,133,0,147.4,117.768,44.794,NA,2.55,NA,-101.31,-11.31
642,3,158,332.5,130.5,0,156.1,120.461,42.617,NA,2.693,NA,-111.801,-10.491
643,3,159,331.5,129,0,164.1,122.263,40.994,NA,1.803,NA,-123.69,-11.889
644,3,160,330.5,129,0,138.1,123.263,40.131,NA,1,NA,180,-56.31
645,3,161,331.5,132.5,0,138.1,126.904,42.851,NA,3.64,NA,74.055,-105.945
646,3,162,332,133,0,116.3,127.611,43.546,NA,0.707,NA,45,-29.055
647,3,163,332,138.5,0,132.5,133.111,46.861,NA,5.5,NA,90,45
648,3,164,332,141.5,0,129.3,136.111,48.836,NA,3,NA,90,0
649,3,165,331,145.5,0,110,140.234,50.931,NA,4.123,NA,104.036,14.036
650,3,166,330.5,144,0,169.8,141.815,49.503,NA,1.581,NA,-108.435,147.529
651,3,167,330.5,144,0,158.8,141.815,49.503,NA,0,NA,0,108.435
652,3,168,331,142,0,162.5,143.876,48.448,NA,2.062,NA,-75.964,-75.964
653,3,169,332,141.5,0,164.1,144.994,48.836,NA,1.118,NA,-26.565,49.399
654,3,170,334.5,141.5,0,165.2,147.494,50.707,NA,2.5,NA,0,26.565
655,3,171,338,142.5,0,88.1,151.135,54.037,NA,3.64,NA,15.945,15.945
656,3,172,339,145.5,0,156.1,154.297,56.727,NA,3.162,NA,71.565,55.62
657,3,173,339,145.5,0,182.8,154.297,56.727,NA,0,NA,0,-71.565
658,3,174,340,146.5,0,167.2,155.711,58.138,NA,1.414,NA,45,45
659,3,175,343,148,0,99.1,159.065,61.394,NA,3.354,NA,26.565,-18.435
660,3,176,343.5,150.5,0,147.3,161.615,63.405,NA,2.55,NA,78.69,52.125
661,3,177,345,152.5,0,164.9,164.115,65.856,NA,2.5,NA,53.13,-25.56
662,3,178,345,152.5,0,95.2,164.115,65.856,NA,0,NA,0,-53.13
663,3,179,345,154,0,132.9,165.615,66.867,NA,1.5,NA,90,90
664,3,180,345,156.5,0,86.9,168.115,68.593,NA,2.5,NA,90,0
665,3,181,345.5,161,0,146.3,172.642,72.156,NA,4.528,NA,83.66,-6.34
666,3,182,346,163,0,99.9,174.704,73.961,NA,2.062,NA,75.964,-7.696
667,3,183,346,163.5,0,103.1,175.204,74.33,NA,0.5,NA,90,14.036
668,3,184,346,165,0,96.9,176.704,75.447,NA,1.5,NA,90,0
669,3,185,346,165,0,100.9,176.704,75.447,NA,0,NA,0,-90
670,3,186,346,163,0,92.9,178.704,73.961,NA,2,NA,-90,-90
671,3,187,346,161.5,0,144.1,180.204,72.863,NA,1.5,NA,-90,0
672,3,188,345.5,158.5,0,156.1,183.245,70.358,NA,3.041,NA,-99.462,-9.462
673,3,189,344.5,155.5,0,142.9,186.408,67.537,NA,3.162,NA,-108.435,-8.973
674,3,190,344,153.5,0,189.9,188.469,65.795,NA,2.062,NA,-104.036,4.399
675,3,191,344.5,150.5,0,184.9,191.51,64.158,NA,3.041,NA,-80.538,23.499
676,3,192,344.5,151.5,0,196.9,192.51,64.817,NA,1,NA,90,170.538
677,3,193,346,154,0,189.1,195.426,67.604,NA,2.915,NA,59.036,-30.964
678,3,194,346.5,160.5,0,171.9,201.945,72.486,NA,6.519,NA,85.601,26.565
679,3,195,346.5,165,0,142.8,206.445,75.779,NA,4.5,NA,90,4.399
680,3,196,347,168.5,0,100.9,209.981,78.746,NA,3.536,NA,81.87,-8.13
681,3,197,347,169.5,0,111.9,210.981,79.511,NA,1,NA,90,8.13
682,3,198,347,169.5,0,117.7,210.981,79.511,NA,0,NA,0,-90
683,3,199,347.5,165.5,0,75.3,215.012,76.82,NA,4.031,NA,-82.875,-82.875
684,3,200,348.5,164,0,87.4,216.815,76.397,NA,1.803,NA,-56.31,26.565
685,3,201,351,165.5,0,106.4,219.73,79.209,NA,2.915,NA,30.964,87.274
686,3,202,353,168,0,135.8,222.932,82.397,NA,3.202,NA,51.34,20.376
687,3,203,355.5,170,0,105.1,226.133,85.572,NA,3.202,NA,38.66,-12.68
688,3,204,357.5,172,0,180.2,228.962,88.4,NA,2.828,NA,45,6.34
689,3,205,360,170.5,0,132.2,231.877,89.107,NA,2.915,NA,-30.964,-75.964
690,3,206,363,173,0,73.2,235.782,93.001,NA,3.905,NA,39.806,70.769
691,3,207,363,175,0,139.2,237.782,94.399,NA,2,NA,90,50.194
692,3,208,365.5,177.5,0,103.1,241.318,97.935,NA,3.536,NA,45,-45
693,3,209,366,179.5,0,73.8,243.379,99.705,NA,2.062,NA,75.964,30.964
694,3,210,366.5,183.5,0,108.2,247.41,102.933,NA,4.031,NA,82.875,6.911
695,3,211,366.5,186,0,99,249.91,104.769,NA,2.5,NA,90,7.125
696,3,212,368,190,0,98.3,254.182,108.749,NA,4.272,NA,69.444,-20.556
697,3,213,370,193,0,78.8,257.788,112.322,NA,3.606,NA,56.31,-13.134
698,3,214,370,198,0,80.8,262.788,116.13,NA,5,NA,90,33.69
699,3,215,369.5,200,0,70.8,264.85,117.365,NA,2.062,NA,104.036,14.036
700,3,216,371,204,0,131.9,269.122,121.43,NA,4.272,NA,69.444,-34.592
701,3,217,371,205.5,0,141.8,270.622,122.613,NA,1.5,NA,90,20.556
702,3,218,370.5,202.5,0,68.8,273.663,119.943,NA,3.041,NA,-99.462,170.538
703,3,219,370.5,201.5,0,135.8,274.663,119.161,NA,1,NA,-90,9.462
704,3,220,371,197,0,148.9,279.191,116.005,NA,4.528,NA,-83.66,6.34
705,3,221,373.5,194.5,0,87.2,282.726,115.768,NA,3.536,NA,-45,38.66
706,3,222,377,197,0,87.2,287.027,119.972,NA,4.301,NA,35.538,80.538
707,3,223,377,197,0,79.4,287.027,119.972,NA,0,NA,0,-35.538
708,3,224,377,200,0,79.9,290.027,122.202,NA,3,NA,90,90
709,3,225,377.5,204.5,0,78.4,294.555,125.93,NA,4.528,NA,83.66,-6.34
710,3,226,379.5,211.5,0,78.4,301.835,132.594,NA,7.28,NA,74.055,-9.605
711,3,227,383,223.5,0,110.9,314.335,144.201,NA,12.5,NA,73.74,-0.315
712,3,228,384.5,232.5,0,78.2,323.459,152.343,NA,9.124,NA,80.538,6.798
713,3,229,387,237.5,0,74.4,329.049,157.867,NA,5.59,NA,63.435,-17.103
714,3,230,389.5,243,0,82.9,335.091,163.806,NA,6.042,NA,65.556,2.121
715,3,231,394,246.5,0,89.2,340.792,169.257,NA,5.701,NA,37.875,-27.681
716,3,232,396.5,243.5,0,69.9,344.697,168.301,NA,3.905,NA,-50.194,-88.069
717,3,233,402,244.5,0,72.1,350.287,172.43,NA,5.59,NA,10.305,60.499
718,3,234,410,251.5,0,78.1,360.917,182.88,NA,10.63,NA,41.186,30.881
719,3,235,418.5,261.5,0,105.4,374.042,195.998,NA,13.124,NA,49.635,8.45
720,3,236,423,270,0,124.1,383.659,205.454,NA,9.618,NA,62.103,12.467
721,3,237,429,271,0,73.2,389.742,209.989,NA,6.083,NA,9.462,-52.64
722,3,238,434.5,277,0,76.1,397.882,218.116,NA,8.139,NA,47.49,38.027
723,3,239,439,284,0,69.9,406.203,226.383,NA,8.322,NA,57.265,9.775
724,3,240,441.5,293,0,80.2,415.544,234.969,NA,9.341,NA,74.476,17.211
725,3,241,445.5,298,0,70.3,421.947,241.372,NA,6.403,NA,51.34,-23.136
726,3,242,451.5,310,0,80.7,435.363,254.524,NA,13.416,NA,63.435,12.095
727,3,243,455,317,0,71.3,443.19,262.208,NA,7.826,NA,63.435,0
728,4,1,254,158.5,0,205.6,0,0,NA,NA,NA,NA,NA
729,4,2,254,158.5,0,202.6,0,0,NA,0,NA,0,NA
730,4,3,254,158.5,0,181.9,0,0,NA,0,NA,0,0
731,4,4,254,158.5,0,157.9,0,0,NA,0,NA,0,0
732,4,5,254.5,158.5,0,160.9,0.5,0.5,NA,0.5,NA,0,0
733,4,6,254.5,158.5,0,160.9,0.5,0.5,NA,0,NA,0,0
734,4,7,254.5,158.5,0,140.9,0.5,0.5,NA,0,NA,0,0
735,4,8,256,159,0,132.2,2.081,2.062,NA,1.581,NA,18.435,18.435
736,4,9,258,158.5,0,162.2,4.143,4,NA,2.062,NA,-14.036,-32.471
737,4,10,258,158.5,0,140.2,4.143,4,NA,0,NA,0,14.036
738,4,11,258.5,158,0,199.2,4.85,4.528,NA,0.707,NA,-45,-45
739,4,12,258.5,158,0,201.2,4.85,4.528,NA,0,NA,0,45
740,4,13,258.5,158,0,197.2,4.85,4.528,NA,0,NA,0,0
741,4,14,258.5,158,0,206.2,4.85,4.528,NA,0,NA,0,0
742,4,15,260,158,0,204.2,6.35,6.021,NA,1.5,NA,0,0
743,4,16,260,158,0,186.2,6.35,6.021,NA,0,NA,0,0
744,4,17,261.5,158,0,175.2,7.85,7.517,NA,1.5,NA,0,0
745,4,18,261.5,158,0,186.2,7.85,7.517,NA,0,NA,0,0
746,4,19,261.5,158,0,196.2,7.85,7.517,NA,0,NA,0,0
747,4,20,261.5,158,0,206.2,7.85,7.517,NA,0,NA,0,0
748,4,21,261.5,158,0,206.2,7.85,7.517,NA,0,NA,0,0
749,4,22,262,158,0,196.2,8.35,8.016,NA,0.5,NA,0,0
750,4,23,262.5,158,0,201.2,8.85,8.515,NA,0.5,NA,0,0
751,4,24,263,158,0,193.2,9.35,9.014,NA,0.5,NA,0,0
752,4,25,264.5,158.5,0,151.2,10.931,10.5,NA,1.581,NA,18.435,18.435
753,4,26,264.5,158.5,0,161.2,10.931,10.5,NA,0,NA,0,-18.435
754,4,27,264.5,158.5,0,183.2,10.931,10.5,NA,0,NA,0,0
755,4,28,264.5,159.5,0,134.2,11.931,10.548,NA,1,NA,90,90
756,4,29,264.5,159,0,187.2,12.431,10.512,NA,0.5,NA,-90,-180
757,4,30,264.5,159,0,192.2,12.431,10.512,NA,0,NA,0,90
758,4,31,264.5,159,0,186.8,12.431,10.512,NA,0,NA,0,0
759,4,32,264.5,159,0,183.8,12.431,10.512,NA,0,NA,0,0
760,4,33,264.5,159,0,185.8,12.431,10.512,NA,0,NA,0,0
761,4,34,264.5,159,0,185.8,12.431,10.512,NA,0,NA,0,0
762,4,35,264.5,159,0,184.8,12.431,10.512,NA,0,NA,0,0
763,4,36,264.5,159,0,190.8,12.431,10.512,NA,0,NA,0,0
764,4,37,264.5,159,0,190.8,12.431,10.512,NA,0,NA,0,0
765,4,38,264.5,159,0,182.8,12.431,10.512,NA,0,NA,0,0
766,4,39,264.5,159,0,182.8,12.431,10.512,NA,0,NA,0,0
767,4,40,264.5,159,0,180.8,12.431,10.512,NA,0,NA,0,0
768,4,41,264.5,159,0,183.8,12.431,10.512,NA,0,NA,0,0
769,4,42,264.5,159,0,183.8,12.431,10.512,NA,0,NA,0,0
770,4,43,264.5,159,0,190.8,12.431,10.512,NA,0,NA,0,0
771,4,44,264.5,159,0,190.8,12.431,10.512,NA,0,NA,0,0
772,4,45,264.5,159,0,190.8,12.431,10.512,NA,0,NA,0,0
773,4,46,264.5,159,0,179.8,12.431,10.512,NA,0,NA,0,0
774,4,47,264.5,159,0,179.8,12.431,10.512,NA,0,NA,0,0
775,4,48,264.5,159,0,173.8,12.431,10.512,NA,0,NA,0,0
776,4,49,264.5,159,0,171.8,12.431,10.512,NA,0,NA,0,0
777,4,50,264.5,159,0,171.8,12.431,10.512,NA,0,NA,0,0
778,4,51,264.5,159,0,171.8,12.431,10.512,NA,0,NA,0,0
779,4,52,264.5,159,0,165.8,12.431,10.512,NA,0,NA,0,0
780,4,53,264.5,159,0,167.8,12.431,10.512,NA,0,NA,0,0
781,4,54,264.5,159,0,167.8,12.431,10.512,NA,0,NA,0,0
782,4,55,264.5,159,0,175.8,12.431,10.512,NA,0,NA,0,0
783,4,56,264.5,159,0,172.8,12.431,10.512,NA,0,NA,0,0
784,4,57,264.5,159,0,172.8,12.431,10.512,NA,0,NA,0,0
785,4,58,264.5,159,0,182.8,12.431,10.512,NA,0,NA,0,0
786,4,59,264.5,159,0,183.8,12.431,10.512,NA,0,NA,0,0
787,4,60,264.5,159,0,183.8,12.431,10.512,NA,0,NA,0,0
788,4,61,264.5,159,0,190.2,12.431,10.512,NA,0,NA,0,0
789,4,62,264.5,159,0,190.2,12.431,10.512,NA,0,NA,0,0
790,4,63,264.5,159,0,193.2,12.431,10.512,NA,0,NA,0,0
791,4,64,264.5,159,0,181.2,12.431,10.512,NA,0,NA,0,0
792,4,65,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
793,4,66,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
794,4,67,264.5,159,0,186.2,12.431,10.512,NA,0,NA,0,0
795,4,68,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
796,4,69,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
797,4,70,264.5,159,0,183.6,12.431,10.512,NA,0,NA,0,0
798,4,71,264.5,159,0,188.2,12.431,10.512,NA,0,NA,0,0
799,4,72,264.5,159,0,188.2,12.431,10.512,NA,0,NA,0,0
800,4,73,264.5,159,0,188.2,12.431,10.512,NA,0,NA,0,0
801,4,74,264.5,159,0,185.2,12.431,10.512,NA,0,NA,0,0
802,4,75,264.5,159,0,185.2,12.431,10.512,NA,0,NA,0,0
803,4,76,264.5,159,0,186.2,12.431,10.512,NA,0,NA,0,0
804,4,77,264.5,159,0,188.6,12.431,10.512,NA,0,NA,0,0
805,4,78,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
806,4,79,264.5,159,0,184.2,12.431,10.512,NA,0,NA,0,0
807,4,80,264.5,159,0,188.2,12.431,10.512,NA,0,NA,0,0
808,4,81,264.5,159,0,197.2,12.431,10.512,NA,0,NA,0,0
809,4,82,264.5,159,0,197.2,12.431,10.512,NA,0,NA,0,0
810,4,83,264.5,159,0,192.2,12.431,10.512,NA,0,NA,0,0
811,4,84,264.5,159,0,190.2,12.431,10.512,NA,0,NA,0,0
812,4,85,264.5,159,0,190.2,12.431,10.512,NA,0,NA,0,0
813,4,86,264.5,159,0,197.2,12.431,10.512,NA,0,NA,0,0
814,4,87,264.5,159,0,199.2,12.431,10.512,NA,0,NA,0,0
815,4,88,264.5,159,0,186.2,12.431,10.512,NA,0,NA,0,0
816,4,89,264.5,159,0,201.2,12.431,10.512,NA,0,NA,0,0
817,4,90,264.5,159,0,166.2,12.431,10.512,NA,0,NA,0,0
818,4,91,264.5,159,0,163.6,12.431,10.512,NA,0,NA,0,0
819,4,92,264.5,159,0,121.6,12.431,10.512,NA,0,NA,0,0
820,4,93,264.5,159,0,108.6,12.431,10.512,NA,0,NA,0,0
821,4,94,264.5,159,0,74.6,12.431,10.512,NA,0,NA,0,0
822,4,95,264.5,159,0,103.6,12.431,10.512,NA,0,NA,0,0
823,4,96,264.5,159,0,164.2,12.431,10.512,NA,0,NA,0,0
824,4,97,264.5,159,0,193.2,12.431,10.512,NA,0,NA,0,0
825,4,98,264.5,159,0,188.1,12.431,10.512,NA,0,NA,0,0
826,4,99,264.5,159,0,191.2,12.431,10.512,NA,0,NA,0,0
827,4,100,264.5,159,0,191.2,12.431,10.512,NA,0,NA,0,0
828,4,101,269,165.5,0,195.1,20.337,16.553,NA,7.906,NA,55.305,55.305
829,4,102,271.5,168,0,215.2,23.872,19.912,NA,3.536,NA,45,-10.305
830,4,103,273.5,170,0,198.2,26.701,22.638,NA,2.828,NA,45,0
831,4,104,276,172,0,178.2,29.902,25.812,NA,3.202,NA,38.66,-6.34
832,4,105,276.5,172,0,203.2,30.402,26.239,NA,0.5,NA,0,-38.66
833,4,106,278,173.5,0,96.2,32.523,28.302,NA,2.121,NA,45,45
834,4,107,280,174,0,151.2,34.585,30.27,NA,2.062,NA,14.036,-30.964
835,4,108,284.5,175.5,0,66.2,39.328,34.918,NA,4.743,NA,18.435,4.399
836,4,109,284.5,175.5,0,107.2,39.328,34.918,NA,0,NA,0,-18.435
837,4,110,286,177,0,93.1,41.45,36.963,NA,2.121,NA,45,45
838,4,111,288,178,0,120.2,43.686,39.195,NA,2.236,NA,26.565,-18.435
839,4,112,289,179,0,84.2,45.1,40.562,NA,1.414,NA,45,18.435
840,4,113,289.5,179,0,123.2,45.6,40.994,NA,0.5,NA,0,-45
841,4,114,289.5,177,0,191.2,47.6,40.031,NA,2,NA,-90,-90
842,4,115,289.5,176.5,0,184.2,48.1,39.803,NA,0.5,NA,-90,0
843,4,116,289.5,176.5,0,197.2,48.1,39.803,NA,0,NA,0,90
844,4,117,290,177,0,203.2,48.807,40.475,NA,0.707,NA,45,45
845,4,118,291,178.5,0,191.2,50.61,42.059,NA,1.803,NA,56.31,11.31
846,4,119,291,178.5,0,208.6,50.61,42.059,NA,0,NA,0,-56.31
847,4,120,291,178.5,0,190.2,50.61,42.059,NA,0,NA,0,0
848,4,121,291,178.5,0,170.1,50.61,42.059,NA,0,NA,0,0
849,4,122,291,178.5,0,157.1,50.61,42.059,NA,0,NA,0,0
850,4,123,291,178.5,0,162.1,50.61,42.059,NA,0,NA,0,0
851,4,124,290.5,179,0,180.1,51.317,41.863,NA,0.707,NA,135,135
852,4,125,290.5,179,0,184.1,51.317,41.863,NA,0,NA,0,-135
853,4,126,290.5,179,0,170.8,51.317,41.863,NA,0,NA,0,0
854,4,127,290.5,179,0,131.1,51.317,41.863,NA,0,NA,0,0
855,4,128,290.5,179,0,81.1,51.317,41.863,NA,0,NA,0,0
856,4,129,289.5,179,0,122.1,52.317,40.994,NA,1,NA,180,180
857,4,130,288,179,0,136.1,53.817,39.702,NA,1.5,NA,180,0
858,4,131,287.5,179,0,129.1,54.317,39.275,NA,0.5,NA,180,0
859,4,132,287.5,179,0,86.1,54.317,39.275,NA,0,NA,0,-180
860,4,133,287.5,179,0,52.1,54.317,39.275,NA,0,NA,0,0
861,4,134,286.5,179,0,53.5,55.317,38.425,NA,1,NA,180,180
862,4,135,286,179,0,51.5,55.817,38.003,NA,0.5,NA,180,0
863,4,136,286,179,0,49.5,55.817,38.003,NA,0,NA,0,-180
864,4,137,286,179,0,47.5,55.817,38.003,NA,0,NA,0,0
865,4,138,285.5,179.5,0,57.5,56.524,37.858,NA,0.707,NA,135,135
866,4,139,286,181.5,0,59.5,58.586,39.408,NA,2.062,NA,75.964,-59.036
867,4,140,286,183.5,0,54.5,60.586,40.608,NA,2,NA,90,14.036
868,4,141,286,184,0,59.5,61.086,40.918,NA,0.5,NA,90,0
869,4,142,285.5,186.5,0,56.1,63.635,42.146,NA,2.55,NA,101.31,11.31
870,4,143,284.5,188.5,0,92.1,65.871,42.781,NA,2.236,NA,116.565,15.255
871,4,144,284.5,190.5,0,191.9,67.871,44.207,NA,2,NA,90,-26.565
872,4,145,282,193,0,213.1,71.407,44.433,NA,3.536,NA,135,45
873,4,146,282.5,196,0,171.1,74.448,47.101,NA,3.041,NA,80.538,-54.462
874,4,147,283.5,195,0,199.1,75.862,46.931,NA,1.414,NA,-45,-125.538
875,4,148,285,196,0,225.1,77.665,48.654,NA,1.803,NA,33.69,78.69
876,4,149,286,197,0,217.1,79.079,50.062,NA,1.414,NA,45,11.31
877,4,150,286.5,198.5,0,205.1,80.661,51.539,NA,1.581,NA,71.565,26.565
878,4,151,287.5,201,0,175.4,83.353,54.116,NA,2.693,NA,68.199,-3.366
879,4,152,287.5,202,0,165.4,84.353,54.904,NA,1,NA,90,21.801
880,4,153,287.5,202,0,162.4,84.353,54.904,NA,0,NA,0,-90
881,4,154,287.5,202,0,190.9,84.353,54.904,NA,0,NA,0,0
882,4,155,287,204,0,166,86.415,56.207,NA,2.062,NA,104.036,104.036
