Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
1,1,1,308.573,309.56,0,197.3,0,0,NA,NA,NA,NA,NA
2,1,2,308.064,310.89,0,197.4,1.424,1.424,NA,1.424,NA,110.941,NA
3,1,3,307.219,311.602,0,201.7,2.528,2.449,NA,1.104,NA,139.87,28.929
4,1,4,306.3,311.876,0,203.7,3.487,3.245,NA,0.959,NA,163.35,23.48
5,1,5,305.539,311.873,0,207.4,4.249,3.815,NA,0.762,NA,-179.728,16.922
6,1,6,304.701,312.68,0,197.7,5.412,4.972,NA,1.163,NA,136.05,-44.222
7,1,7,304.023,312.959,0,207.2,6.146,5.679,NA,0.734,NA,157.631,21.58
8,1,8,303.874,313.966,0,210.3,7.164,6.441,NA,1.018,NA,98.42,-59.211
9,1,9,303.743,315.602,0,193.2,8.805,7.735,NA,1.641,NA,94.578,-3.842
10,1,10,302.864,316.662,0,195.5,10.181,9.112,NA,1.377,NA,129.681,35.103
11,1,11,302.283,317.646,0,199.4,11.324,10.244,NA,1.143,NA,120.536,-9.144
12,1,12,301.806,318.13,0,207.8,12.004,10.919,NA,0.68,NA,134.606,14.069
13,1,13,301.086,318.897,0,201.4,13.056,11.968,NA,1.052,NA,133.168,-1.438
14,1,14,300.072,318.835,0,202.3,14.073,12.581,NA,1.017,NA,-176.493,50.34
15,1,15,299.082,317.862,0,211.3,15.46,12.609,NA,1.388,NA,-135.489,41.004
16,1,16,297.982,316.506,0,203.6,17.206,12.665,NA,1.746,NA,-129.033,6.456
17,1,17,297.168,315.765,0,207.2,18.307,12.983,NA,1.101,NA,-137.708,-8.675
18,1,18,296.215,315.834,0,201.2,19.262,13.859,NA,0.955,NA,175.842,-46.45
19,1,19,295.629,316.106,0,207.8,19.909,14.505,NA,0.646,NA,155.167,-20.674
20,1,20,294.626,316.317,0,210.3,20.934,15.498,NA,1.025,NA,168.09,12.923
21,1,21,293.641,316.047,0,205.6,21.955,16.28,NA,1.021,NA,-164.647,27.263
22,1,22,292.834,315.882,0,207.5,22.778,16.96,NA,0.823,NA,-168.447,-3.8
23,1,23,292.043,316.056,0,206.5,23.588,17.76,NA,0.81,NA,167.607,-23.946
24,1,24,291.623,316.068,0,205.5,24.009,18.157,NA,0.421,NA,178.3,10.694
25,1,25,290.747,315.532,0,207.2,25.036,18.799,NA,1.027,NA,-148.478,33.222
26,1,26,289.536,313.941,0,209.2,27.035,19.534,NA,1.999,NA,-127.289,21.188
27,1,27,288.778,311.952,0,211.6,29.164,19.938,NA,2.129,NA,-110.863,16.427
28,1,28,287.969,310.462,0,208.3,30.859,20.623,NA,1.695,NA,-118.49,-7.627
29,1,29,287.519,311.695,0,202.2,32.172,21.162,NA,1.313,NA,110.08,-131.43
30,1,30,287.231,313.169,0,217.4,33.675,21.644,NA,1.502,NA,101.031,-9.049
31,1,31,286.915,313.805,0,209.4,34.385,22.069,NA,0.71,NA,116.431,15.4
32,1,32,286.91,314.429,0,210.6,35.008,22.203,NA,0.624,NA,90.471,-25.96
33,1,33,286.771,316.639,0,210.4,37.223,22.922,NA,2.215,NA,93.593,3.122
34,1,34,286.348,321.349,0,210.6,41.952,25.157,NA,4.729,NA,95.13,1.537
35,1,35,286.484,326.705,0,209.3,47.309,27.962,NA,5.358,NA,88.553,-6.577
36,1,36,286.272,330.174,0,190.6,50.785,30.369,NA,3.476,NA,93.498,4.945
37,1,37,286.267,330.509,0,197.3,51.121,30.601,NA,0.336,NA,90.791,-2.707
38,1,38,285.89,329.653,0,197.3,52.056,30.302,NA,0.935,NA,-113.748,155.461
39,1,39,286.291,330.669,0,205.3,53.148,30.692,NA,1.092,NA,68.45,-177.802
40,1,40,286.585,331.745,0,201.2,54.264,31.235,NA,1.116,NA,74.744,6.294
41,1,41,286.825,333.304,0,194.2,55.841,32.198,NA,1.577,NA,81.24,6.496
42,1,42,288.172,335.129,0,183.8,58.109,32.71,NA,2.268,NA,53.57,-27.67
43,1,43,287.823,334.71,0,180.8,58.654,32.605,NA,0.545,NA,-129.787,176.643
44,1,44,286.715,329.371,0,187.3,64.106,29.5,NA,5.453,NA,-101.727,28.059
45,1,45,285.915,322.933,0,181.5,70.594,26.31,NA,6.487,NA,-97.083,4.644
46,1,46,284.474,318.514,0,191.3,75.242,25.708,NA,4.648,NA,-108.055,-10.972
47,1,47,283.509,318.535,0,184.6,76.207,26.622,NA,0.965,NA,178.747,-73.198
48,1,48,282.812,322.191,0,185.3,79.929,28.69,NA,3.722,NA,100.79,-77.957
49,1,49,282.157,326.888,0,183.6,84.671,31.591,NA,4.742,NA,97.939,-2.851
50,1,50,281.684,331.141,0,182.3,88.951,34.478,NA,4.28,NA,96.345,-1.594
51,1,51,280.085,331.305,0,178.8,90.559,35.839,NA,1.608,NA,174.148,77.803
52,1,52,277.553,327.034,0,182.3,95.524,35.603,NA,4.965,NA,-120.66,65.192
53,1,53,275.625,320.417,0,188.8,102.416,34.69,NA,6.892,NA,-106.245,14.415
54,1,54,274.497,317.346,0,190.6,105.687,34.953,NA,3.271,NA,-110.158,-3.913
55,1,55,272.975,314.834,0,198.6,108.624,35.986,NA,2.937,NA,-121.22,-11.062
56,1,56,272.247,315.802,0,200.6,109.836,36.858,NA,1.211,NA,126.921,-111.859
57,1,57,271.066,318.573,0,196.5,112.848,38.575,NA,3.012,NA,113.095,-13.826
58,1,58,268.876,323.604,0,195.5,118.335,42.108,NA,5.487,NA,113.523,0.428
59,1,59,266.202,330.949,0,197.4,126.151,47.463,NA,7.816,NA,110.005,-3.518
60,1,60,264.5,336.673,0,168.7,132.123,51.745,NA,5.972,NA,106.552,-3.453
61,1,61,263.578,336.767,0,176.6,133.05,52.58,NA,0.927,NA,174.183,67.631
62,1,62,262.03,336.313,0,191.8,134.664,53.684,NA,1.614,NA,-163.657,22.161
63,1,63,260.132,340.988,0,162.5,139.709,57.742,NA,5.045,NA,112.097,-84.246
64,1,64,258.934,344.358,0,169.7,143.286,60.621,NA,3.577,NA,109.569,-2.528
65,1,65,257.972,352.265,0,181.4,151.251,66.213,NA,7.965,NA,96.938,-12.632
66,1,66,257.969,357.141,0,165.3,156.128,69.46,NA,4.876,NA,90.03,-6.907
67,1,67,256.964,355.478,0,179.2,158.071,69.079,NA,1.944,NA,-121.14,148.829
68,1,68,253.014,343.123,0,168.4,171.042,64.91,NA,12.971,NA,-107.73,13.41
69,1,69,249.698,331.84,0,154.5,182.802,62.949,NA,11.76,NA,-106.377,1.353
70,1,70,247.627,327.92,0,144.6,187.236,63.651,NA,4.434,NA,-117.85,-11.473
71,1,71,246.164,333.187,0,156.7,192.702,66.731,NA,5.466,NA,105.518,-136.632
72,1,72,243.81,344.675,0,171.5,204.429,73.67,NA,11.727,NA,101.583,-3.935
73,1,73,242.608,357.166,0,179.4,216.978,81.349,NA,12.549,NA,95.497,-6.086
74,1,74,239.31,365.479,0,184.5,225.92,89.018,NA,8.943,NA,111.638,16.141
75,1,75,234.085,362.379,0,132.7,231.996,91.314,NA,6.075,NA,-149.319,99.043
76,1,76,230.463,355.469,0,152.4,239.798,90.602,NA,7.802,NA,-117.667,31.653
77,1,77,227.918,350.456,0,88.4,245.42,90.43,NA,5.622,NA,-116.914,0.753
78,1,78,225.817,346.941,0,113.2,249.514,90.807,NA,4.095,NA,-120.873,-3.959
79,1,79,222.314,349.155,0,193.1,253.658,94.912,NA,4.144,NA,147.711,-91.416
80,1,80,218.253,363.148,0,114.6,268.228,105.02,NA,14.57,NA,106.181,-41.53
81,1,81,213.988,378.519,0,180.8,284.18,117.054,NA,15.952,NA,105.509,-0.672
82,1,82,210.274,398.55,0,150.3,304.552,132.596,NA,20.372,NA,100.503,-5.006
83,1,83,205.929,414.96,0,178.6,321.528,147.121,NA,16.975,NA,104.83,4.327
84,1,84,200.948,414.548,0,152.5,326.527,150.352,NA,4.999,NA,-175.278,79.892
85,1,85,195.9,406.534,0,124.5,335.998,148.658,NA,9.471,NA,-122.204,53.074
86,1,86,192.465,411.655,0,140.8,342.164,154.61,NA,6.166,NA,123.85,-113.946
87,1,87,188.28,427.932,0,128.2,358.971,168.767,NA,16.806,NA,104.418,-19.432
88,1,88,186.359,446.241,0,142.9,377.38,183.352,NA,18.409,NA,95.992,-8.426
89,1,89,182.324,459.105,0,138.7,390.862,195.71,NA,13.482,NA,107.414,11.422
90,1,90,182.451,463.343,0,167.5,395.102,198.886,NA,4.24,NA,88.279,-19.135
91,1,91,176.768,456.778,0,151.2,403.786,197.599,NA,8.683,NA,-130.882,140.84
92,1,92,160.462,433.027,0,143.7,432.595,192.823,NA,28.81,NA,-124.471,6.411
93,1,93,154.287,422.423,0,158.6,444.866,191.16,NA,12.271,NA,-120.213,4.258
94,1,94,149.917,428.09,0,105.5,452.023,198.043,NA,7.157,NA,127.639,-112.148
95,1,95,145.019,454.258,0,102.5,478.645,218.374,NA,26.623,NA,100.601,-27.038
96,1,96,138.073,485.565,0,62.5,510.713,245.047,NA,32.068,NA,102.51,1.909
97,1,97,130.084,511.133,0,119.8,537.5,269.239,NA,26.787,NA,107.352,4.841
98,1,98,115.07,515.46,0,124.4,553.125,282.556,NA,15.625,NA,163.924,56.572
99,1,99,103.025,509.582,0,176.5,566.528,286.807,NA,13.403,NA,-153.988,42.089
100,1,100,94.098,493.353,0,76.7,585.05,282.452,NA,18.522,NA,-118.812,35.175
101,1,101,84.123,482.322,0,62.8,599.922,283.239,NA,14.872,NA,-132.124,-13.312
102,1,102,74.12,491.295,0,79.4,613.359,296.64,NA,13.437,NA,138.109,-89.767
103,1,103,62.12,516.218,0,70.7,641.021,321.631,NA,27.662,NA,115.711,-22.397
104,1,104,51.958,554.333,0,158.7,680.468,354.633,NA,39.447,NA,104.927,-10.784
105,1,105,41.003,586.984,0,159.7,714.907,385.431,NA,34.439,NA,108.549,3.622
106,1,106,29.001,608.913,0,94.5,739.905,409.6,NA,24.998,NA,118.691,10.142
107,1,107,19.073,612.849,0,10.8,750.586,419.278,NA,10.68,NA,158.374,39.683
108,1,108,9.124,614.758,0,61.3,760.716,427.569,NA,10.13,NA,169.136,10.762
109,1,109,4.884,639.859,0,148.2,786.172,448.691,NA,25.456,NA,99.587,-69.549
110,1,110,6.259,669.806,0,181.5,816.151,470.288,NA,29.979,NA,87.373,-12.215
111,1,111,6.124,717.3,0,189.8,863.645,507.668,NA,47.494,NA,90.163,2.79
112,1,112,6.298,758.247,0,145.5,904.592,541.008,NA,40.947,NA,89.757,-0.406
113,1,113,7.556,766.723,0,171.4,913.162,547.366,NA,8.569,NA,81.555,-8.202
114,2,1,382.444,307.861,0,182.7,0,0,NA,NA,NA,NA,NA
115,2,2,382.155,308.831,0,186.7,1.013,1.013,NA,1.013,NA,106.582,NA
116,2,3,381.275,309.344,0,192.5,2.032,1.889,NA,1.019,NA,149.76,43.178
117,2,4,380.247,309.595,0,187.3,3.089,2.799,NA,1.058,NA,166.289,16.529
118,2,5,379.432,309.957,0,191.6,3.981,3.67,NA,0.892,NA,156.038,-10.251
119,2,6,379.01,310.612,0,195.5,4.76,4.4,NA,0.779,NA,122.809,-33.229
120,2,7,378.986,310.894,0,197.3,5.044,4.6,NA,0.284,NA,94.818,-27.991
121,2,8,378.665,311.567,0,202.4,5.789,5.293,NA,0.745,NA,115.567,20.749
122,2,9,377.977,312.866,0,195.5,7.259,6.708,NA,1.47,NA,117.905,2.338
123,2,10,377.18,313.846,0,184.2,8.522,7.971,NA,1.263,NA,129.093,11.188
124,2,11,376.269,314.843,0,176.6,9.872,9.321,NA,1.35,NA,132.419,3.326
125,2,12,375.294,314.923,0,167.5,10.851,10.05,NA,0.979,NA,175.296,42.877
126,2,13,375.315,315.18,0,173.5,11.109,10.217,NA,0.258,NA,85.279,-90.017
127,2,14,375.217,315.455,0,188.7,11.4,10.483,NA,0.292,NA,109.654,24.374
128,2,15,374.918,315.721,0,189.3,11.801,10.882,NA,0.4,NA,138.271,28.618
129,2,16,374.121,316.196,0,190.6,12.728,11.779,NA,0.928,NA,149.242,10.97
130,2,17,373.66,316.997,0,196.2,13.653,12.674,NA,0.925,NA,119.945,-29.297
131,2,18,373.434,317.971,0,189.3,14.653,13.543,NA,1,NA,103.035,-16.91
132,2,19,372.385,319.365,0,178.3,16.398,15.282,NA,1.745,NA,126.965,23.93
133,2,20,370.593,320.424,0,182.4,18.479,17.27,NA,2.081,NA,149.43,22.465
134,2,21,369.877,321.65,0,178.7,19.899,18.657,NA,1.42,NA,120.278,-29.151
135,2,22,369.815,322.806,0,185.3,21.056,19.567,NA,1.157,NA,93.092,-27.187
136,2,23,368.904,323.833,0,177.4,22.429,20.939,NA,1.372,NA,131.554,38.462
137,2,24,368.929,324.643,0,185.5,23.239,21.547,NA,0.81,NA,88.246,-43.308
138,2,25,368.724,324.455,0,185.3,23.517,21.532,NA,0.278,NA,-137.539,134.216
139,2,26,368.652,323.361,0,183.6,24.613,20.748,NA,1.096,NA,-93.75,43.789
140,2,27,368.532,322.371,0,200.3,25.611,20.102,NA,0.997,NA,-96.933,-3.183
141,2,28,368.341,321.211,0,196.3,26.786,19.42,NA,1.176,NA,-99.335,-2.402
142,2,29,368.352,320.84,0,186.2,27.158,19.158,NA,0.372,NA,-88.307,11.028
143,2,30,368.722,320.287,0,204.2,27.823,18.513,NA,0.665,NA,-56.265,32.042
144,2,31,368.572,319.645,0,190.4,28.482,18.202,NA,0.659,NA,-103.15,-46.885
145,2,32,368.869,318.948,0,184.2,29.239,17.528,NA,0.757,NA,-66.886,36.264
146,2,33,368.766,319.499,0,184.2,29.799,17.959,NA,0.56,NA,100.591,167.477
147,2,34,369.833,321.217,0,161.3,31.821,18.369,NA,2.022,NA,58.169,-42.422
148,2,35,369.75,323.954,0,170.5,34.56,20.497,NA,2.739,NA,91.725,33.557
149,2,36,370.627,326.385,0,165.2,37.144,21.972,NA,2.584,NA,70.162,-21.563
150,2,37,370.697,328.207,0,165.6,38.968,23.494,NA,1.824,NA,87.795,17.632
151,2,38,371.217,328.968,0,166.4,39.889,23.907,NA,0.922,NA,55.658,-32.136
