Nr,TID,PID,x [pixel],y [pixel],t [sec],I [val],Len [pixel],D2S [pixel],D2R [pixel],D2P [pixel],v [pixel/sec],α [deg],Δα [deg]
494,4,14,364.095,535.325,0,54,7.274,6.96,NA,0.509,NA,94.699,-11.047
495,4,15,363.949,536.114,0,49.2,8.076,7.724,NA,0.802,NA,100.448,5.75
496,4,16,363.72,537.028,0,55.4,9.019,8.644,NA,0.942,NA,104.056,3.607
497,4,17,362.969,537.806,0,30,10.1,9.677,NA,1.081,NA,133.994,29.939
498,4,18,362.401,538.523,0,19,11.015,10.578,NA,0.915,NA,128.404,-5.59
499,4,19,362.175,539.199,0,38.4,11.728,11.281,NA,0.714,NA,108.467,-19.937
500,4,20,361.827,540.051,0,37.1,12.648,12.196,NA,0.92,NA,112.246,3.779
501,4,21,361.216,540.623,0,13.5,13.485,12.99,NA,0.838,NA,136.871,24.625
502,4,22,360.951,541.39,0,44.1,14.297,13.79,NA,0.811,NA,109.024,-27.847
503,4,23,360.92,542.02,0,29.1,14.928,14.362,NA,0.631,NA,92.829,-16.195
504,4,24,361.008,543.122,0,24.3,16.033,15.313,NA,1.105,NA,85.451,-7.378
505,4,25,360.999,544.137,0,18.4,17.048,16.241,NA,1.015,NA,90.506,5.055
506,4,26,360.982,545.178,0,49.6,18.089,17.206,NA,1.041,NA,90.893,0.387
507,4,27,361.195,546.37,0,33.1,19.3,18.241,NA,1.211,NA,79.898,-10.995
508,4,28,361.292,547.181,0,34.1,20.117,18.973,NA,0.817,NA,83.163,3.265
509,4,29,361.362,547.963,0,20.3,20.902,19.691,NA,0.785,NA,84.882,1.72
510,4,30,361.373,548.764,0,28,21.702,20.45,NA,0.801,NA,89.224,4.341
511,4,31,361.348,549.789,0,36.2,22.728,21.438,NA,1.025,NA,91.394,2.17
512,4,32,361.412,550.625,0,61.4,23.566,22.222,NA,0.838,NA,85.645,-5.749
513,4,33,361.23,551.705,0,84.2,24.661,23.311,NA,1.095,NA,99.551,13.906
514,4,34,360.563,553.293,0,129.1,26.384,25.021,NA,1.723,NA,112.79,13.239
515,4,35,360.135,555.657,0,145.3,28.787,27.413,NA,2.402,NA,100.257,-12.533
516,4,36,359.621,558.624,0,159.5,31.798,30.41,NA,3.011,NA,99.822,-0.435
517,4,37,359.718,562.381,0,156.5,35.556,34.03,NA,3.758,NA,88.529,-11.293
518,4,38,360.698,565.501,0,193.6,38.826,36.882,NA,3.271,NA,72.566,-15.963
519,4,39,361.527,567.098,0,211.5,40.626,38.315,NA,1.8,NA,62.558,-10.008
520,4,40,361.64,567.7,0,149.2,41.238,38.893,NA,0.613,NA,79.39,16.831
521,4,41,362.741,569.347,0,71.2,43.22,40.378,NA,1.981,NA,56.215,-23.175
522,4,42,363.517,571.383,0,100.5,45.398,42.32,NA,2.178,NA,69.147,12.932
523,4,43,363.787,573.892,0,47.2,47.922,44.795,NA,2.523,NA,83.867,14.72
524,4,44,364.187,576.428,0,20.3,50.489,47.294,NA,2.568,NA,81.033,-2.834
525,4,45,364.371,579.283,0,31.3,53.351,50.131,NA,2.861,NA,86.304,5.271
526,4,46,364.732,581.016,0,37.3,55.12,51.839,NA,1.769,NA,78.218,-8.086
527,4,47,365.024,582.547,0,24.5,56.679,53.355,NA,1.559,NA,79.213,0.995
528,4,48,365.168,584.151,0,28.6,58.29,54.951,NA,1.61,NA,84.892,5.679
529,4,49,364.734,586.785,0,3.9,60.959,57.601,NA,2.669,NA,99.351,14.459
530,4,50,365.247,589.965,0,66.3,64.18,60.757,NA,3.222,NA,80.83,-18.521
531,4,51,365.883,593.258,0,37.6,67.534,64.029,NA,3.354,NA,79.076,-1.754
532,4,52,366.584,594.682,0,27.1,69.121,65.439,NA,1.587,NA,63.78,-15.296
533,4,53,366.392,595.565,0,78.3,70.025,66.324,NA,0.903,NA,102.255,38.475
534,4,54,365.339,596.294,0,56,71.306,67.079,NA,1.281,NA,145.318,43.063
535,4,55,365.161,597.094,0,36.8,72.125,67.884,NA,0.819,NA,102.523,-42.795
536,4,56,365.508,597.353,0,42,72.558,68.132,NA,0.433,NA,36.781,-65.742
537,4,57,364.741,597.252,0,19.8,73.331,68.057,NA,0.773,NA,-172.49,150.729
538,4,58,364.742,597.235,0,19.8,73.348,68.041,NA,0.017,NA,-88.449,84.041
539,4,59,365.078,596.828,0,12,73.875,67.621,NA,0.528,NA,-50.407,38.043
540,4,60,364.785,596.783,0,21.8,74.172,67.588,NA,0.297,NA,-171.347,-120.94
541,4,61,364.483,596.775,0,20.8,74.474,67.593,NA,0.302,NA,-178.447,-7.1
542,4,62,364.909,596.985,0,19.2,74.949,67.785,NA,0.475,NA,26.269,-155.284
543,4,63,364.557,597.117,0,26.2,75.325,67.931,NA,0.376,NA,159.443,133.174
544,4,64,364.531,597.744,0,79.8,75.952,68.558,NA,0.627,NA,92.39,-67.053
545,4,65,363.801,598.499,0,42.8,77.002,69.347,NA,1.049,NA,134.013,41.623
546,4,66,363.416,600.022,0,81.2,78.573,70.89,NA,1.572,NA,104.189,-29.824
547,4,67,363.249,601.653,0,181.8,80.212,72.527,NA,1.639,NA,95.841,-8.348
548,4,68,361.485,606.027,0,153.8,84.928,77.011,NA,4.716,NA,111.966,16.125
549,4,69,360.798,608.356,0,199.2,87.357,79.388,NA,2.428,NA,106.439,-5.527
550,4,70,357.386,613.029,0,39.2,93.143,84.386,NA,5.786,NA,126.133,19.695
551,4,71,356.848,616.582,0,97.4,96.736,87.978,NA,3.593,NA,98.611,-27.522
552,4,72,356.437,619.21,0,176.2,99.396,90.636,NA,2.66,NA,98.883,0.272
553,4,73,359.749,620.278,0,33.4,102.876,91.357,NA,3.479,NA,17.88,-81.004
554,4,74,359.486,621.881,0,34.6,104.5,92.976,NA,1.624,NA,99.32,81.441
555,4,75,358.772,619.335,0,120.3,107.144,90.506,NA,2.644,NA,-105.652,155.028
556,4,76,359.679,619.456,0,144.3,108.058,90.544,NA,0.915,NA,7.658,113.31
557,4,77,360.248,621.789,0,135.6,110.46,92.823,NA,2.401,NA,76.288,68.63
558,4,78,361.211,624.323,0,82.5,113.17,95.28,NA,2.71,NA,69.188,-7.1
559,4,79,361.665,627.165,0,30.2,116.048,98.088,NA,2.878,NA,80.93,11.742
560,4,80,360.916,628.423,0,147,117.512,99.391,NA,1.464,NA,120.737,39.807
561,4,81,360.763,629.898,0,173.4,118.995,100.873,NA,1.482,NA,95.952,-24.786
562,4,82,362.568,633.081,0,176.2,122.654,103.948,NA,3.66,NA,60.443,-35.508
563,4,83,365.751,637.336,0,51.2,127.968,108.1,NA,5.314,NA,53.199,-7.245
564,4,84,367.825,638.163,0,42.2,130.201,108.914,NA,2.233,NA,21.732,-31.466
565,4,85,367.597,639.063,0,58.3,131.13,109.814,NA,0.929,NA,104.255,82.523
566,4,86,367.327,640.238,0,72.6,132.336,110.989,NA,1.205,NA,102.946,-1.309
567,4,87,367.044,640.855,0,68.7,133.014,111.607,NA,0.679,NA,114.599,11.653
568,4,88,367.263,641.09,0,46.7,133.335,111.84,NA,0.321,NA,46.956,-67.643
569,4,89,367.421,641.036,0,58.5,133.502,111.787,NA,0.166,NA,-18.654,-65.611
570,4,90,368.469,640.232,0,70.7,134.824,110.986,NA,1.322,NA,-37.496,-18.841
571,4,91,369.006,640.338,0,49.6,135.371,111.099,NA,0.547,NA,11.253,48.748
572,4,92,369.25,640.37,0,59.6,135.617,111.134,NA,0.246,NA,7.287,-3.966
573,4,93,369.799,640.617,0,74.6,136.218,111.391,NA,0.601,NA,24.245,16.958
574,4,94,370.278,641.441,0,61.6,137.172,112.226,NA,0.954,NA,59.817,35.571
575,4,95,370.366,642.635,0,66.6,138.369,113.422,NA,1.197,NA,85.787,25.971
576,4,96,370.124,644.093,0,56.2,139.847,114.874,NA,1.478,NA,99.434,13.647
577,4,97,369.788,645.421,0,47.2,141.217,116.194,NA,1.369,NA,104.209,4.775
578,4,98,369.673,647.78,0,73.6,143.579,118.55,NA,2.362,NA,92.791,-11.418
579,4,99,368.669,650.698,0,133.4,146.665,121.454,NA,3.086,NA,108.982,16.192
580,4,100,367.123,655.048,0,184.5,151.281,125.799,NA,4.617,NA,109.565,0.583
581,4,101,363.302,661.161,0,113.5,158.49,131.978,NA,7.208,NA,122.006,12.441
582,4,102,362.866,665.896,0,50.5,163.245,136.724,NA,4.755,NA,95.262,-26.744
583,4,103,362.667,669.69,0,158.4,167.044,140.523,NA,3.799,NA,92.999,-2.262
584,4,104,365.052,672.148,0,64.3,170.469,142.92,NA,3.425,NA,45.869,-47.13
585,4,105,366.912,674.958,0,198.3,173.839,145.709,NA,3.369,NA,56.496,10.627
586,4,106,371.797,676.911,0,128.2,179.1,147.724,NA,5.261,NA,21.789,-34.707
587,4,107,372.203,681.506,0,102.3,183.713,152.33,NA,4.613,NA,84.959,63.17
588,4,108,372.635,687.049,0,75.5,189.273,157.883,NA,5.56,NA,85.542,0.583
589,4,109,372.951,693.09,0,53.3,195.323,163.932,NA,6.05,NA,87.005,1.463
590,4,110,372.637,697.962,0,57.2,200.204,168.79,NA,4.881,NA,93.693,6.688
591,4,111,372.283,701.73,0,61.2,203.988,172.546,NA,3.784,NA,95.366,1.673
592,4,112,372.026,706.452,0,57.4,208.718,177.26,NA,4.729,NA,93.115,-2.251
593,4,113,371.442,711.155,0,181.6,213.457,181.949,NA,4.739,NA,97.072,3.957
594,4,114,375.901,718.014,0,74.6,221.638,188.952,NA,8.181,NA,56.97,-40.101
595,4,115,375.853,726.422,0,89.4,230.046,197.35,NA,8.408,NA,90.33,33.359
596,4,116,375.2,728.091,0,203.2,231.838,198.991,NA,1.792,NA,111.374,21.044
597,4,117,374.413,730.136,0,201.4,234.03,201.006,NA,2.191,NA,111.034,-0.34
598,4,118,375.348,730.326,0,27.3,234.984,201.23,NA,0.954,NA,11.466,-99.568
599,4,119,375.608,731.037,0,55.3,235.741,201.95,NA,0.757,NA,69.884,58.419
600,4,120,375.825,731.748,0,42.6,236.484,202.67,NA,0.743,NA,73.061,3.176
601,4,121,376.027,732.347,0,69.5,237.116,203.276,NA,0.632,NA,71.321,-1.739
602,4,122,375.855,733.046,0,88.5,237.837,203.968,NA,0.721,NA,103.831,32.509
603,4,123,375.884,733.869,0,120.3,238.66,204.792,NA,0.823,NA,87.987,-15.843
604,4,124,378.053,734.848,0,96.3,241.039,205.869,NA,2.379,NA,24.285,-63.703
605,4,125,378.017,736.024,0,90.7,242.216,207.042,NA,1.177,NA,91.753,67.468
606,4,126,378.132,738.509,0,85.3,244.704,209.53,NA,2.488,NA,87.35,-4.403
607,4,127,377.928,740.824,0,69.7,247.027,211.831,NA,2.324,NA,95.036,7.686
608,4,128,377.891,742.897,0,88.5,249.1,213.9,NA,2.073,NA,91.014,-4.022
609,4,129,378.283,747.654,0,85.7,253.874,218.671,NA,4.774,NA,85.291,-5.723
610,4,130,377.236,752.131,0,72.6,258.472,223.094,NA,4.597,NA,103.157,17.866
611,4,131,377.341,758.371,0,86.7,264.712,229.333,NA,6.241,NA,89.039,-14.118
612,4,132,376.754,766.989,0,197,273.35,237.919,NA,8.638,NA,93.896,4.858
613,4,133,373.211,778.025,0,168.5,284.941,248.841,NA,11.591,NA,107.801,13.905
614,4,134,368.247,788.364,0,152.4,296.411,259.116,NA,11.469,NA,115.643,7.842
615,4,135,367.344,798.292,0,249.8,306.379,269.042,NA,9.968,NA,95.201,-20.442
616,4,136,367.621,806.035,0,252,314.127,276.785,NA,7.748,NA,87.95,-7.252
617,4,137,369.117,814.653,0,67.5,322.874,285.408,NA,8.748,NA,80.152,-7.798
618,4,138,371.849,821.051,0,179.2,329.831,291.834,NA,6.956,NA,66.878,-13.274
619,4,139,376.871,832.32,0,63.6,342.168,303.215,NA,12.338,NA,65.977,-0.902
620,4,140,377.071,844.604,0,58.5,354.454,315.5,NA,12.286,NA,89.068,23.091
621,4,141,377.883,859.802,0,66.5,369.674,330.716,NA,15.22,NA,86.944,-2.123
622,4,142,377.287,873.852,0,41.2,383.736,344.741,NA,14.062,NA,92.427,5.483
623,4,143,376.718,885.798,0,28.2,395.696,356.667,NA,11.96,NA,92.728,0.301
624,4,144,376.87,893.354,0,62.2,403.254,364.225,NA,7.558,NA,88.846,-3.883
625,4,145,377.037,901.343,0,174.3,411.244,372.216,NA,7.99,NA,88.804,-0.041
626,4,146,380.075,920.717,0,43.2,430.855,391.669,NA,19.611,NA,81.087,-7.717
627,4,147,386.351,935.963,0,69.6,447.342,407.15,NA,16.487,NA,67.625,-13.462
628,4,148,387.013,942.544,0,32.5,453.956,413.755,NA,6.614,NA,84.257,16.632
629,4,149,389.477,948.554,0,57.5,460.452,419.881,NA,6.496,NA,67.707,-16.55
630,4,150,389.529,957.219,0,5.1,469.118,428.537,NA,8.665,NA,89.661,21.954
631,4,151,388.174,959.391,0,64.4,471.677,430.639,NA,2.56,NA,121.96,32.299
632,4,152,387.711,959.626,0,147.2,472.196,430.851,NA,0.519,NA,153.144,31.185
633,4,153,387.968,970.087,0,53.5,482.661,441.313,NA,10.464,NA,88.594,-64.551
634,4,154,387.524,974.459,0,37.9,487.055,445.66,NA,4.395,NA,95.795,7.201
635,4,155,391.874,973.466,0,51.6,491.517,444.885,NA,4.462,NA,-12.858,-108.653
636,4,156,395.482,975.128,0,50.4,495.49,446.756,NA,3.972,NA,24.736,37.593
637,4,157,397.609,979.461,0,32.4,500.316,451.217,NA,4.826,NA,63.854,39.118
638,4,158,397.138,987.541,0,52.5,508.41,459.249,NA,8.093,NA,93.332,29.478
639,4,159,396.875,991.34,0,67.5,512.218,463.024,NA,3.809,NA,93.971,0.639
640,4,160,397.15,995.99,0,64.2,516.877,467.682,NA,4.658,NA,86.608,-7.363
641,4,161,396.224,1001.169,0,105.5,522.138,472.794,NA,5.261,NA,100.136,13.528
642,4,162,396.591,1014.966,0,79.2,535.939,486.587,NA,13.801,NA,88.479,-11.657
643,4,163,398.983,1024.887,0,60.2,546.144,496.636,NA,10.205,NA,76.442,-12.038
644,4,164,401.677,1037.155,0,44.6,558.705,509.055,NA,12.561,NA,77.613,1.171
645,4,165,400.317,1052.559,0,111.6,574.169,524.338,NA,15.464,NA,95.046,17.432
646,4,166,393.525,1075.379,0,135.2,597.979,546.75,NA,23.81,NA,106.576,11.531
